編號,名稱,類別,去年EPS,五年平均EPS,近四季EPS,預測EPS,預測本益比,去年股利,去年股息,預測股利,五年平均殖利率,預測殖利率,合理價位,目前價格,K,D,五年均價,營收更新月,推(股利),推(EPS),推(KD)
6196,帆宣,其他電子業,3.78,3.57,1.06|0.89|1.24|1.3|,5.46,18.59,2.6,0,3.88,4.58,3.82,55.43,101.5,23.44,27.21,26.75|37.98|56.37|56.08|84.9|,2020/8,N,N,Y
6197,佳必琪,電子零組件業,2.4,2.07,1.07|0.23|0.19|1.11|,3.16,10.79,3,0,3.24,6,9.5,46.29,34.1,14.47,22.64,27.3|31.25|27.83|30.03|31.93|,2020/8,Y,N,Y
6199,天品,其他業,0.08,0.29,-0.11|0.27|-0.06|0.03|,-0.1,-129.5,0.2,0,-0.13,1.35,-1,-1.86,12.95,73.84,68.23,18.54|22.24|20.41|14.76|12.54|,2020/8,N,N,N
6201,亞弘電,其他電子業,2.69,2.71,0.88|0.31|0.19|0.77|,2.14,16.12,2.5,0,1.99,7.27,5.77,28.43,34.5,72.02,57.95,29.11|31.72|30.41|34.22|33.92|,2020/8,N,N,N
6202,盛群,半導體業,4.05,3.98,0.98|1.04|0.64|1.06|,3.64,18.13,4.05,0,3.65,6,5.53,52.14,66,74.87,64.91,51.15|59.15|72.42|68.99|66.95|,2020/8,N,N,N
6203,海韻電,電子零組件業,3.7,2.75,1.1|0.67|1.42|1.63|,7.01,10.2,2.5,0,5.45,5.25,7.62,77.86,71.5,43.79,41.21,31.59|30.5|34.67|34.31|53.17|,2020/8,Y,Y,N
6204,艾華,電子零組件業,1.05,1.28,0.37|0.37|-0.36|0.58|,0.38,165.26,2,0,0.34,4.15,0.54,4.86,62.8,86.69,82.66,21.47|21.93|23.06|22.09|29.23|,2020/8,N,N,N
6205,詮欣,電子零組件業,1.57,2.38,0.77|0.15|0.25|0.83|,2.08,16.18,1.21,0,1.38,5.11,4.1,19.71,33.65,21.51,23.01,28.5|35.49|25.98|25.7|28.19|,2020/8,N,N,Y
6206,飛捷,未知,5.15,5.77,1.12|1.1|1.43|0.77|,4.35,14.44,4.5,0,3.77,5.69,6,53.86,62.8,56.04,67.09,104.98|94.89|77.01|74.36|67.87|,2020/8,N,N,N
6207,雷科,電子零組件業,1.4,2.56,0.2|0.63|0.31|0.77|,1.95,12.97,1.2,0,1.54,6.57,6.09,22,25.3,71.95,68.86,22.85|29.64|34.68|27.56|23.09|,2020/8,N,N,N
6208,日揚,電子零組件業,2.3,1.62,0.58|0.5|0.57|0.97|,3.15,11.17,1.7,0,2.13,4.69,6.05,30.43,35.2,22.8,28.59,12.45|20.68|26.14|25.4|29.39|,2020/8,N,N,Y
6210,慶生,電子零組件業,4.35,3.95,1.18|1.37|1.02|0.55|,3.33,11.25,3,0,2.55,6.93,6.81,36.43,37.45,24.47,29.96,41.07|39.53|38.62|38.82|44.76|,2020/8,N,N,Y
6213,聯茂,電子零組件業,8.13,4.63,2.36|2.19|1.24|2.6|,8.25,15.94,5,0,6.05,4.27,4.6,86.43,131.5,79.47,74.48,30.59|50.58|62.52|112.84|136.85|,2020/8,N,N,N
6214,精誠,資訊服務業,7.31,4.63,1.15|3.24|0.24|3.07|,6.82,12.43,5,0,8.88,7.19,10.47,126.86,84.8,31.12,24.21,53.96|60.54|62.84|71.23|79.98|,2020/8,Y,N,Y
6215,和椿,其他電子業,0.6,0.54,0.26|0.25|0.11|0.55|,1.37,12.04,0.5,0,1.13,2.89,6.85,16.14,16.5,25.85,40.1,13.12|15.78|19.39|16.28|14.5|,2020/8,N,N,N
6216,居易,未知,1.8,2.5,0.51|0.38|0.3|0.27|,1.17,21.92,1.87,0,1.05,7.45,4.09,15,25.65,36.38,31.77,29.04|31.09|28.52|28.31|26.97|,2020/8,N,N,N
6217,中探針,電子零組件業,1.39,2.18,0.73|-0.07|0.01|0.3|,0.57,61.14,1.03,0,0.38,4.14,1.09,5.43,34.85,49.76,59.55,39.85|36.22|26.2|32.26|31.19|,2020/8,N,N,N
6218,豪勉,未知,1.46,1.33,-0.11|0.53|-0.18|0.36|,0.37,52.7,1.4,0,0.35,5.91,1.79,5,19.5,62.29,60.06,18.05|19.41|19.77|22.29|19.9|,2020/8,N,N,N
6219,富旺,建材營造業,1.3,0.6,0.51|0.72|-1.84|1.34|,-1.07,-14.49,0.65,0,-0.81,3.26,-5.23,-11.57,15.5,64.61,61.77,11.18|10.56|11.49|14.79|14.66|,2020/8,N,N,N
6220,岳豐,電子零組件業,1.38,2.25,0.78|-0.08|0.02|0.85|,1.85,15.95,0.85,0,1.62,5.02,5.49,23.14,29.5,36.44,50.83,23.83|59.97|36.5|27.64|20.9|,2020/8,N,N,N
6221,晉泰,資訊服務業,3.65,2.35,0.94|0.57|1.53|1.34|,4.73,9.79,1.25,1.25,2.46,2.95,5.31,35.14,46.3,31.2,36.29,24.87|24.41|27.69|43.41|52.33|,2020/8,N,N,N
6223,旺矽,半導體業,5.36,4.44,1.79|1.86|1.8|2.78|,9.7,11.13,2.49,0,5.2,2.84,4.81,74.29,108,35.81,32.4,78.79|87.6|59.98|65.66|88.64|,2020/8,N,N,N
6224,聚鼎,電子零組件業,4.6,4.8,1.67|1.41|0.91|1.19|,4.73,16.11,4,0,3.89,6.24,5.1,55.57,76.2,35.65,28.44,59.69|58.57|60.87|61.26|66.27|,2020/8,N,N,N
6226,光鼎,未知,1.32,0.53,0.08|1.11|-0.14|-0.06|,-0.49,-16.53,0.4,0,-0.31,2.15,-3.83,-4.43,8.1,54.55,64.85,5.79|9.03|9.48|8.05|7.77|,2020/8,N,N,N
6227,茂綸,電子通路業,1.68,2.02,0.63|0.14|0.68|1.02|,3.69,9.13,1,0,2.11,4.52,6.26,30.14,33.7,54.22,62.43,28.62|21.03|22.07|23.63|22.67|,2020/8,N,N,N
6229,研通,半導體業,0.59,0.55,0.51|0.06|-0.12|0.46|,0.74,38.31,0.54,0,0.69,3.73,2.43,9.86,28.35,40.74,56.75,12.51|15.12|14.63|13.74|15.28|,2020/8,N,N,N
6230,超眾,未知,8.12,7.91,2.47|1.31|1.04|2.62|,7.9,32.66,4.87,0,5.22,3.38,2.02,74.57,258,26.36,35.73,139.79|119.05|94.08|191.08|245.08|,2020/8,N,N,N
6231,系微,資訊服務業,2.32,1.04,0.68|0.7|0.44|1.59|,4.07,24.55,2,0,2.55,2.11,2.55,36.43,99.9,26.66,28.23,27.74|41.62|39.41|50.08|79.12|,2020/8,N,N,N
6234,高僑,未知,2,1.3,0.81|0.36|0.2|0.72|,1.72,13.43,0.39,0.81,2.88,2.42,12.47,41.14,23.1,15.38,11.46,21.64|18.24|16.96|25.67|26.02|,2020/8,Y,N,Y
6237,驊訊,半導體業,-0.61,0.7,-0.58|0|-0.13|0.32|,0.52,91.25,0.25,0,0.02,1.22,0.04,0.29,47.45,63.55,66.56,30.27|24.26|25.81|17.4|23.12|,2020/8,N,N,N
6239,力成,半導體業,7.52,6.89,2.06|2.68|2.1|2.26|,9.59,9.35,4.5,0,6.11,4.77,6.81,87.29,89.7,67.12,57.52,75.95|91.33|84.11|80.39|99.23|,2020/8,N,Y,N
6242,立康,未知,3.24,3.57,0.5|1.01|0.2|0.37|,1.57,23.82,2,0,0.71,3.42,1.9,10.14,37.4,48.2,42.26,48.05|50.1|56.15|43.61|36.02|,2020/8,N,N,N
6245,立端,未知,4.05,3.61,1.22|1.11|0.61|1.58|,4.74,12.43,2.8,0,2.92,4.67,4.96,41.71,58.9,73.3,57.97,41.89|44.44|44.45|69.64|56.97|,2020/8,N,N,N
6248,沛波,未知,2.89,1.66,0.31|0.99|0.54|0.49|,2.05,12.24,2.2,0,1.43,4.78,5.7,20.43,25.1,9.29,19.93,24.76|21.66|16.93|24.42|27.24|,2020/8,N,N,Y
6257,矽格,半導體業,3.26,2.66,0.92|1.12|0.8|1.09|,4.04,9.9,2.2,0,2.86,5.67,7.15,40.86,40,71.38,64.31,23.35|27.29|34.25|31.55|37.74|,2020/8,Y,Y,N
6261,久元,半導體業,3.13,3.58,1.28|1.1|1.24|0.67|,3.9,14.69,3,0,3.54,6.3,6.18,50.57,57.3,27.9,20.41,47.4|50.43|50.99|43.63|55.95|,2020/8,N,Y,Y
6263,普萊德,未知,5.01,4.67,1.23|1.45|1.03|0.87|,3.99,15.64,4.5,0,3.52,6.77,5.64,50.29,62.4,57.38,52.19,46.24|54.7|59.78|63.62|63.57|,2020/8,N,N,N
6266,泰詠,電子零組件業,1.72,1.64,0.5|0.56|0.51|0.4|,1.82,10.8,1.58,0,1.28,6.14,6.51,18.29,19.65,34.22,48.14,13.73|12.42|16.75|25.07|19.56|,2020/8,N,N,N
6269,台郡,電子零組件業,10.02,9.39,3.65|5.23|1.12|1.58|,7.53,17,4.97,0,3.63,4.21,2.84,51.86,128,52.27,37.52,83.27|111.94|93.79|93.29|117.25|,2020/8,N,N,N
6270,倍微,電子通路業,0.97,0.59,0.3|0.15|0.26|0.43|,1.47,13.57,1.3,0,2.23,5.81,11.18,31.86,19.95,52.32,39.09,10.42|11.64|12.87|13.98|17.07|,2020/8,Y,N,N
6271,同欣電,半導體業,4.49,5.84,1.14|1.49|1.65|1.7|,7.95,16.48,2.44,0,6.71,4.28,5.12,95.86,131,52.25,48.01,100.41|127.55|105.77|117.32|136.5|,2020/8,N,N,N
6274,台燿,電子零組件業,6.92,5.07,2.01|1.41|1.6|2.54|,8.85,13.9,4.6,0,5.34,3.32,4.34,76.29,123,56.56,63.25,32.35|61.77|97.15|121.31|131.94|,2020/8,N,N,N
6276,安鈦克,未知,0.86,0.86,0.21|0.28|0.57|0.78|,2.98,10.82,0.64,0,2.09,2.27,6.48,29.86,32.25,24.76,37.81,6.39|11.15|13.2|12.01|21.05|,2020/8,N,N,Y
6277,宏正,未知,6.05,7.56,1.52|2.29|2.53|7.62|,21.21,4.02,5.3,0,17.82,6.66,20.92,254.57,85.2,67.21,61.16,79.16|80.9|86.54|89.63|86.14|,2020/8,Y,N,N
6278,台表科,未知,6.96,3.46,1.59|2.14|0.55|1.77|,5.07,24.06,2.8,0,2.37,3.66,1.94,33.86,122,60.88,55.59,27.31|27.24|30.58|69.51|109.18|,2020/8,N,N,N
6279,胡連,電子零組件業,4.78,7.65,0.96|2.17|0.59|0.41|,2.2,33.91,3,0.25,1.51,4.62,2.02,21.57,74.6,38.34,37.85,144.64|162.9|121.8|80.12|78.94|,2020/8,N,N,N
6282,康舒,電子零組件業,2.87,1.54,1.8|0.02|0.04|2.06|,4.02,6.31,1.1,0,3.81,5.12,15.03,54.43,25.35,34.79,34.83,24.12|23.31|19.81|21.59|21.92|,2020/8,Y,N,N
6284,佳邦,電子零組件業,1.34,1.2,0.87|0.29|0.34|0.58|,2.07,18.48,0.5,0,1.35,2.35,3.53,19.29,38.25,60.03,68.06,20.93|23.72|34.53|32.31|31.92|,2020/8,N,N,N
6285,啟碁,未知,3.76,5.24,1.44|0.7|0.64|1.03|,3.61,22.3,2.5,0,2.35,4.21,2.92,33.57,80.5,35.61,45.4,86.04|88.77|75.16|77.13|66.31|,2020/8,N,N,N
6288,聯嘉,未知,1.21,0.82,0.37|0.27|0.32|0.05|,0.87,34.77,0.78,0,0.59,2.46,1.95,8.43,30.25,25.95,41.36,19.89|20.48|23.09|,2020/8,N,N,N
6290,良維,電子零組件業,6.35,2.9,1.92|1.59|0.34|1.5|,4.03,14.47,3.55,0,3.45,5.06,5.92,49.29,58.3,85.57,74.92,30.93|43.9|42.56|56.19|57.96|,2020/8,N,N,N
6294,智基,未知,8.91,8.63,1.6|2.26|2.13|3.47|,11.05,10.09,8,0,7.43,5.86,6.66,106.14,111.5,52.07,45.54,118.05|113.86|115|105.14|104.4|,2020/8,N,N,N
6405,悅城,未知,0.01,0.12,0.17|0|-0.36|1.25|,3.17,6.23,0.5,0,39.61,2.64,200.56,565.86,19.75,43.54,53.13,16.62|20.14|19.35|14.71|14.96|,2020/8,N,N,N
6409,旭隼,其他電子業,25.27,20.24,7.7|5.7|4.85|9.57|,28.24,33.89,23.21,0.5,26.97,3.21,2.82,385.29,957,17.33,15.25,480.53|492.94|521.08|634.25|796.56|,2020/8,N,N,Y
6411,晶焱,半導體業,6.3,5.41,1.32|1.48|1.38|1.31|,5.86,13.91,4.8,0,3.4,3.7,4.17,48.57,81.5,26.64,27.24,42.65|79.1|90.21|86.36|87.61|,2020/8,N,Y,N
6412,群電,電子零組件業,4.51,3.66,1.75|1.02|0.35|1.78|,4.62,14.59,3.2,0,3.39,5.25,5.03,48.43,67.4,16.92,17.59,40.28|57.64|49.73|54.84|62.73|,2020/8,N,N,Y
6414,樺漢,未知,13.22,13.67,4.26|4.57|2.24|3.62|,11.54,21.45,3.93,0.98,6.81,2.23,2.75,97.29,247.5,11.65,13.3,433.83|424.75|376.96|240.46|229.17|,2020/8,N,N,Y
6415,矽力-KY,半導體業,25.83,20.44,6.54|7.54|7.67|7.91|,36.21,48.33,7.48,0,9.97,0.72,0.57,142.43,1750,27.19,28.94,426.58|593.56|595.09|637.58|1413.04|,2020/8,N,N,N
6416,瑞祺電通,未知,4.28,5.5,1.4|1.13|1.3|1.48|,6.95,20.29,2.82,0,4.66,3.23,3.3,66.57,141,65.71,46.74,112.68|86.76|130.67|,2020/8,N,N,N
6417,韋僑,未知,2.19,1.95,0.63|0.54|0.76|0.73|,3.07,20.13,1.1,0,1.64,2.76,2.65,23.43,61.8,63.42,69.84,35.16|37.11|36.27|54.85|58.98|,2020/8,N,N,N
6418,詠昇,電子零組件業,0.18,1.25,0.21|0.03|-0.19|0.59|,0.78,19.29,0.5,0,1.07,5.24,7.11,15.29,15.05,23.73,36.16,21.77|14.46|,2020/8,Y,N,Y
6425,易發,未知,-3.33,1.14,-1.4|-2.18|-0.26|0.37|,0.17,293.82,0.51,0,0.08,3.79,0.16,1.14,49.95,84.86,80.89,36.61|26.36|,2020/8,N,N,N
6426,統新,未知,2.78,2.03,1.18|0.34|0.95|1.12|,5.42,22.69,2,0,6.74,2.1,5.48,96.29,123,32.48,21.71,35.95|126.09|56.91|106.67|133.24|,2020/8,N,N,Y
6432,今展科,電子零組件業,2.36,2.23,0.89|0.27|0.41|0.95|,3.14,11.19,1.3,0,1.74,4.55,4.95,24.86,35.15,24.44,40.48,29.3|21.09|26.21|25.87|29.74|,2020/8,N,Y,Y
6435,大中,半導體業,6.16,5.45,1.16|1|1.26|1.45|,5.9,15.76,4.3,0,4.72,4.58,5.08,67.43,93,41.96,39.29,37.9|82.56|114.54|115.12|91.45|,2020/8,N,N,N
6438,迅得,其他電子業,1.17,3.41,-0.09|-0.02|0.57|2.03|,4.76,14.98,1.53,0,4.15,4.18,5.82,59.29,71.3,22.16,20.04,73.73|64.63|62.04|63.3|,2020/8,N,N,Y
6441,廣錠,未知,0.08,3.04,-0.21|-0.04|0.58|-0.48|,0.17,685.29,0.09,0.35,0.15,3.79,0.13,2.14,116.5,26.06,22.43,72.19|58.58|40.52|79.62|,2020/8,N,N,Y
6442,光聖,未知,-0.28,2.42,0.2|-0.83|-0.54|0.11|,-0.83,-38.25,1.36,0,-0.07,5.09,-0.22,-1,31.75,19.91,24.53,50.54|46.86|36.7|38.75|35.55|,2020/8,N,N,Y
6449,鈺邦,電子零組件業,1.66,2.47,0.74|0.54|0.3|0.97|,3.11,16.56,1,0,1.78,4.12,3.46,25.43,51.5,54.14,56.91,28.81|37.99|51.31|32.72|34.4|,2020/8,N,N,N
6451,訊芯-KY,半導體業,6.16,5.94,2.6|1.87|0.46|1.42|,3.9,26.03,3.67,0,2.74,3.36,2.7,39.14,101.5,19.54,21.85,106.28|109.68|121.5|115.62|114.21|,2020/8,N,N,Y
6456,GIS-KY,未知,10.02,12.02,1.13|3.53|0.31|5.59|,13.06,10.26,3.5,0,5.06,3.35,3.78,72.29,134,49.72,48.44,89.7|221.18|162.39|108.63|107.61|,2020/8,N,N,N
6457,紘康,半導體業,1.92,1.9,0.43|0.63|0.82|2.02|,6.42,9.17,1.82,0,6.49,5.6,11.02,92.71,58.9,72.78,57.4,34.17|31.57|30.59|28.27|55.64|,2020/8,Y,N,N
6462,神盾,半導體業,12.6,10.24,4.23|2.95|3.39|2.46|,13.46,13.11,9,0,9.24,3.5,5.24,132,176.5,69.62,58.97,185.58|233.43|151.64|241.54|189.43|,2020/8,N,N,N
6464,台數科,其他業,5.68,5.89,1.56|1.7|2.17|2.22|,9.12,13.16,4.01,0.2,7.22,3.83,6.02,103.14,120,76.43,55.82,126.98|120.27|117.52|109.38|117.18|,2020/8,N,Y,N
6469,大樹,未知,3.06,3.01,0.89|0.66|1.08|1.01|,3.74,25.13,0.98,1.76,1.79,1.66,1.9,25.57,94,18.21,35.76,77.16|88.24|78.38|79.78|85.26|,2020/8,N,N,Y
6470,宇智,未知,3.38,3.92,1.22|1.14|0.69|1.04|,4.29,10.78,2.5,0,3.19,6.32,6.9,45.57,46.25,23.89,21.36,49.68|50.73|35.61|45.85|42.96|,2020/8,N,N,Y
6472,保瑞,未知,6.64,5.17,2.48|-0.06|1.1|1.04|,3.82,46.73,2,0,2.1,1.35,1.18,30,178.5,83.57,80.09,36.44|102.82|146.65|152.86|,2020/8,N,N,N
6477,安集,未知,2.21,1.22,0.49|0.52|0.17|0.82|,2.42,15.48,0.96,0,0.59,2.01,1.58,8.43,37.45,25.17,36.33,18.94|19.16|22.04|22.47|25.6|,2020/8,N,N,N
6485,點序,半導體業,1.49,3.24,0.56|0.28|0.08|-0.06|,-0.11,-223.18,0.5,0,-0.03,1.77,-0.12,-0.43,24.55,38.46,43.18,65.91|43.76|48.05|37.57|28.11|,2020/8,N,N,N
6486,互動,未知,6.51,4.42,1.55|1.46|0.8|1.91|,5.39,12.58,6,0,4.97,6.83,7.33,71,67.8,23.2,19.65,37.56|49.54|45.04|67.38|73.51|,2020/8,Y,N,Y
6488,環球晶,半導體業,31.35,16.71,7.64|6.68|6.62|7.81|,28.16,14.12,25,0,23.93,4.57,6.02,341.86,397.5,51.47,49.18,77.42|260.12|415.85|323.92|393.42|,2020/8,N,N,N
6494,九齊,半導體業,2.65,3.03,1.11|0.52|0.15|1.01|,2.45,14.47,2,0,2.04,6.11,5.75,29.14,35.45,51.21,37.02,33.26|52.99|42.6|31.44|32.85|,2020/8,N,N,N
6496,科懋,未知,1.52,3.9,0.32|0.51|0.27|0.23|,1.02,30.88,1,0,0.8,5.65,2.54,11.43,31.5,72.47,70.19,69.35|75.14|57.06|43.02|31.18|,2020/8,N,N,N
6504,南六,其他業,7.25,7.78,2.22|2.18|1.96|5.62|,16.68,14.75,4.5,0,9.47,2.68,3.85,135.29,246,23,25.21,148.25|153.54|162.92|151.85|214.46|,2020/8,N,N,Y
6505,台塑化,未知,3.86,6.3,1.31|0.74|-1.05|-0.91|,-3.68,-22.39,2.9,0,-2.89,4.38,-3.51,-41.29,82.4,56.7,45.08,92.9|106.66|120.42|105.92|86.02|,2020/8,N,N,N
6506,雙邦,未知,1.39,1.67,0.29|0.19|0.41|0.25|,1.18,14.03,1.1,0,0.71,5.14,4.29,10.14,16.55,44.46,46.87,21.37|23.19|19.95|18.35|17.46|,2020/8,N,N,N
6508,惠光,未知,2.67,2.11,0.7|0.23|1.05|0.71|,2.89,10.24,1.8,0,1.96,4.93,6.62,28,29.6,21.86,24.87,26.29|26.79|26.87|29.05|30.8|,2020/8,N,N,Y
6509,聚和,未知,1.21,0.83,0.31|0.31|0.46|0.45|,1.79,12.57,0.71,0,1.37,2.82,6.09,19.57,22.5,36.72,41.8,19|18.52|19.49|18.9|19.74|,2020/8,N,N,N
6510,精測,半導體業,19.07,19.85,7.55|5.06|5.46|7.11|,30.1,23.49,10,0,13.32,1.24,1.88,190.29,707,51.52,41.54,916.06|1250.96|723.59|608.74|763.83|,2020/8,N,N,N
6514,芮特-KY,未知,4.76,2.85,2.89|0.36|0.24|1.07|,2.56,19.92,3,0,1.14,2.72,2.24,16.29,51,17.35,26.2,46.83|40.49|34.25|59.36|59.19|,2020/8,N,N,Y
6516,勤崴國際,資訊服務業,0.05,0.73,-0.32|0.19|-0.3|-0.29|,-0.68,-126.76,0.07,1,-0.58,0.12,-0.67,-8.29,86.2,20.94,13.63,131.62|91.19|,2020/8,N,N,Y
6523,達爾膚,未知,4.26,4.01,0.74|1.81|1.13|0.3|,3,19.97,3.86,0,2.47,2.64,4.12,35.29,59.9,33.13,27.43,218.32|157.14|92.96|67.96|68.64|,2020/8,N,N,Y
6525,捷敏-KY,半導體業,5.05,5.55,1.54|1.09|1|1.54|,5.28,10.74,3.5,0,3.43,5.24,6.05,49,56.7,37.91,32.48,57.05|64.69|76.46|68.78|58.67|,2020/8,N,N,N
6530,創威,未知,0.75,0.86,0.18|0.21|0.15|0.25|,0.81,22.78,1,0,0.98,5.63,5.31,14,18.45,26.11,33.34,16.6|16.23|18.39|,2020/8,N,N,N
6531,愛普,半導體業,-5.33,2.66,0.23|0.3|0.49|1.02|,3.56,96.21,1,0,1.07,2.38,0.31,15.29,342.5,66.15,57.95,82.15|79.56|74.63|46.64|237.77|,2020/8,N,N,N
6532,瑞耘,半導體業,2.63,2.21,0.72|0.71|0.94|1.13|,4.34,14.24,1.6,0,2.84,4.03,4.6,40.57,61.8,21.82,25.26,27.57|26.69|32.09|31.32|56.84|,2020/8,N,Y,Y
6533,晶心科,半導體業,0.38,0.62,0.1|0.24|-0.89|-0.41|,-2.81,-51.07,0.34,0,-1.51,0.26,-1.05,-21.57,143.5,60.34,49.92,137.04|115.31|116.1|120.17|,2020/8,N,N,N
6538,倉和,電子零組件業,9.39,4.3,2.79|3.8|4.42|3.2|,15.2,17.01,2.5,2.3,44.28,3.67,17.13,632.57,258.5,41.33,50.78,69.6|50.6|31.45|87.43|245.32|,2020/8,Y,N,N
6548,長華科,半導體業,-5.1,3.3,0.52|-6.38|0.36|0.57|,-5.68,-6.64,0.9,0,-2.83,1.78,-7.51,-40.43,37.7,53.33,47.51,266.58|379.59|357.79|193.66|29.95|,2020/8,N,N,N
6552,易華電,半導體業,5.24,2.25,1.67|0.7|0.12|0.62|,1.49,31.78,2,0,3.46,2.21,7.31,49.43,47.35,46.5,27.94,34.64|70.52|103.16|59.2|,2020/8,Y,N,N
6556,勝品,未知,2.55,2.2,0.81|0.38|1.26|0.52|,4.21,10.68,1.8,0,3.48,4.22,7.74,49.71,44.95,49.33,56.62,39.28|30.83|40.29|45.88|,2020/8,Y,Y,N
6558,興能高,其他電子業,1.88,2.06,0.59|0.16|-0.41|0.25|,-0.34,-111.91,1,0,-0.18,2.37,-0.47,-2.57,38.05,53.14,62.45,42.74|64.47|44.94|,2020/8,N,N,N
6560,欣普羅,未知,1.71,2.6,0.25|0.11|0.18|0.62|,1.97,35.99,2,0,1.84,5.04,2.6,26.29,70.9,38.29,48.78,59.84|49.92|42.35|36.14|,2020/8,N,N,N
6561,是方,未知,7.83,7.21,1.87|2.05|2.11|2.1|,8.66,42.44,8,0,8.11,2.61,2.21,115.86,367.5,32.01,25.84,179.07|207.51|305.51|,2020/8,N,N,Y
6568,宏觀,半導體業,8.85,9.48,2.41|1.12|1.25|0.74|,4.59,33.88,6,0,2.68,3.42,1.72,38.29,155.5,42.57,50.41,151|179.45|145.3|176.43|136.39|,2020/8,N,N,N
6569,醫揚,未知,10.19,8.26,1.68|1.56|0.13|2.62|,3.9,35.13,6,2.5,3.22,3.58,2.35,46,137,23.1,25.87,216.06|219.86|140.16|165.59|161.97|,2020/8,N,N,Y
6570,維田,未知,2.92,1.96,0.48|0.75|0.34|0.58|,1.79,18.6,1.4,1.1,1.38,4.09,4.14,19.71,33.3,28.19,44.52,28.78|27.71|38.53|37.67|,2020/8,N,N,N
6574,霈方,未知,4.04,5.86,1.05|1.54|0.73|0.41|,2.39,23.35,1.23,0,1.76,4.13,3.15,25.14,55.8,69.33,73.97,133.95|108.03|82.61|59.45|,2020/8,N,N,N
6577,勁豐,未知,5.4,4.65,1.35|1.38|1.49|1.38|,6.19,11.47,5,0,5.85,6.33,8.24,83.57,71,21.15,37.84,61.15|62.19|64.71|70.77|,2020/8,Y,N,Y
6578,達邦蛋白,未知,0.72,0.92,0.16|-0.12|-0.2|0.12|,-0.15,-129.67,0.5,0,-0.1,2.68,-0.51,-1.43,19.45,26.88,28.11,26.18|26.11|20.39|,2020/8,N,N,N
6579,研揚,未知,5.17,5.74,0.74|1.71|-0.33|2.17|,3.51,20.14,3.2,0,2.52,4.6,3.56,36,70.7,13.89,24.32,96.28|83.3|76.49|68.12|,2020/8,N,N,Y
6581,鋼聯,其他業,3.58,5.87,0.35|0.3|-0.04|0.58|,1.04,65.96,2.6,0,0.72,4.38,1.05,10.29,68.6,26.09,32.98,110.54|93.24|65.38|,2020/8,N,N,N
6582,申豐,未知,5.01,4.71,1.85|1.05|1.21|3.25|,9.6,17.03,4.45,0,8.04,5.32,4.92,114.86,163.5,26.64,34.95,58.91|52.04|54.15|104.05|,2020/8,N,N,N
6590,普鴻,資訊服務業,2.78,2.04,0.32|1.53|0.81|0.91|,4.94,9.74,2.15,0,3.99,4.53,8.3,57,48.1,18.07,14.22,28.02|30.29|42.04|,2020/8,Y,Y,Y
6591,動力-KY,未知,3.44,4.92,1.94|0.97|0.47|1.31|,4.68,13.01,1.46,0,1.81,2.5,2.97,25.86,60.9,25.34,22.27,91.5|76.04|44.63|50.38|,2020/8,N,N,Y
6593,台灣銘板,資訊服務業,-0.61,1.78,-0.41|-0.52|-0.56|-0.28|,-1.52,-17.04,0.5,0,-0.22,3.41,-0.85,-3.14,25.9,46.91,46.18,48.92|31.91|28|24.66|,2020/8,N,N,N
6594,展匯科,半導體業,1.22,1.45,0.29|0.36|0.08|0.46|,1.18,28.47,0.98,0,0.77,3.08,2.29,11,33.6,24.31,36.19,41.25|24.99|20.91|24.52|,2020/8,N,N,Y
6596,寬宏藝術,未知,7.55,3.63,2.69|0.11|-0.72|-0.28|,-1.9,-24.05,4.5,0,-2.02,4.89,-4.42,-28.86,45.7,26.19,21.97,57.68|62|53.34|,2020/8,N,N,Y
6603,富強鑫,未知,0.1,0.63,-0.1|0.07|-0.43|-0.02|,-3.69,-2.63,0.1,0,-2.22,2.46,-22.84,-31.71,9.72,72.34,75.09,10.54|12.69|13.93|11.91|9.39|,2020/8,N,N,N
6605,帝寶,未知,3.89,6.45,0.53|0.36|1.3|-0.49|,1.59,30.16,1.5,0,0.62,3.08,1.29,8.86,47.95,36.13,36.4,101.12|84.01|78.58|66.19|49.92|,2020/8,N,N,N
6609,瀧澤科,未知,1.86,2.31,0.35|0.23|0.01|-0.06|,-0.09,-273.33,1,0,-0.05,4.26,-0.2,-0.71,24.6,75.78,79.43,24.64|23.49|34.55|30.31|25.61|,2020/8,N,N,N
6612,奈米醫材,未知,2.43,1.9,0.78|0.54|0.7|0.2|,1.79,34.92,0.5,0,0.55,0.71,0.88,7.86,62.5,21.22,25.07,66.89|67.45|71.06|,2020/8,N,N,Y
6613,朋億,其他電子業,14.65,14.01,4.61|3.69|2.71|4.29|,13.83,10.27,10,0,9.91,5.99,6.98,141.57,142,36.22,37.36,179.75|173.64|158.67|146.5|,2020/8,N,N,N
6615,慧智,未知,2.96,2.57,0.83|0.57|0.49|0.4|,1.75,34,2.6,0,1.46,2.58,2.45,20.86,59.5,80.99,70.25,105.27|91.14|62.64|,2020/8,N,N,N
6616,特昇-KY,其他業,3.9,2.3,1.37|0.72|0.35|0.09|,0.78,36.92,2.2,0,0.46,5.54,1.6,6.57,28.8,55.23,53.18,14.64|29.08|28.77|,2020/8,N,N,N
6625,必應,其他業,0.13,1.26,-0.58|1.53|-1.44|-1.89|,-11.3,-3.16,0.1,0.5,-5.38,1.1,-15.07,-76.86,35.7,12.09,22.16,54.79|50.04|38.44|,2020/8,N,N,Y
